external_id,title,description,category,state,eligibility,benefits,benefit_type,status,ministry,max_benefit,application_deadline,website_url
seed-student-scholarship-tamil-nadu,Student Scholarship Access - Tamil Nadu,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Tamil Nadu and keeps the same frontend-ready structure expected by the app.,Education,Tamil Nadu,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/tamil-nadu
seed-student-scholarship-telangana,Student Scholarship Access - Telangana,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Telangana and keeps the same frontend-ready structure expected by the app.,Education,Telangana,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/telangana
seed-student-scholarship-tripura,Student Scholarship Access - Tripura,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Tripura and keeps the same frontend-ready structure expected by the app.,Education,Tripura,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/tripura
seed-student-scholarship-uttar-pradesh,Student Scholarship Access - Uttar Pradesh,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Uttar Pradesh and keeps the same frontend-ready structure expected by the app.,Education,Uttar Pradesh,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/uttar-pradesh
seed-student-scholarship-uttarakhand,Student Scholarship Access - Uttarakhand,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Uttarakhand and keeps the same frontend-ready structure expected by the app.,Education,Uttarakhand,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/uttarakhand
seed-student-scholarship-west-bengal,Student Scholarship Access - West Bengal,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in West Bengal and keeps the same frontend-ready structure expected by the app.,Education,West Bengal,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/west-bengal
seed-student-scholarship-central,Student Scholarship Access - Central,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Central and keeps the same frontend-ready structure expected by the app.,Education,Central,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/central
seed-rural-housing-andhra-pradesh,Rural Housing Assistance - Andhra Pradesh,Support for approved rural households to build pucca houses with basic amenities through staged financial assistance. This record is tailored for applicants in Andhra Pradesh and keeps the same frontend-ready structure expected by the app.,Housing,Andhra Pradesh,Eligible rural households identified under housing deprivation criteria and state sanction lists.,"{""Housing installment support"",""Convergence with amenities"",""Construction assistance""}",Direct Cash,active,Ministry of Rural Development,As per housing category,Based on sanction list,https://www.india.gov.in/rural-housing-assistance/andhra-pradesh
seed-rural-housing-arunachal-pradesh,Rural Housing Assistance - Arunachal Pradesh,Support for approved rural households to build pucca houses with basic amenities through staged financial assistance. This record is tailored for applicants in Arunachal Pradesh and keeps the same frontend-ready structure expected by the app.,Housing,Arunachal Pradesh,Eligible rural households identified under housing deprivation criteria and state sanction lists.,"{""Housing installment support"",""Convergence with amenities"",""Construction assistance""}",Direct Cash,active,Ministry of Rural Development,As per housing category,Based on sanction list,https://www.india.gov.in/rural-housing-assistance/arunachal-pradesh
seed-rural-housing-assam,Rural Housing Assistance - Assam,Support for approved rural households to build pucca houses with basic amenities through staged financial assistance. This record is tailored for applicants in Assam and keeps the same frontend-ready structure expected by the app.,Housing,Assam,Eligible rural households identified under housing deprivation criteria and state sanction lists.,"{""Housing installment support"",""Convergence with amenities"",""Construction assistance""}",Direct Cash,active,Ministry of Rural Development,As per housing category,Based on sanction list,https://www.india.gov.in/rural-housing-assistance/assam
seed-rural-housing-bihar,Rural Housing Assistance - Bihar,Support for approved rural households to build pucca houses with basic amenities through staged financial assistance. This record is tailored for applicants in Bihar and keeps the same frontend-ready structure expected by the app.,Housing,Bihar,Eligible rural households identified under housing deprivation criteria and state sanction lists.,"{""Housing installment support"",""Convergence with amenities"",""Construction assistance""}",Direct Cash,active,Ministry of Rural Development,As per housing category,Based on sanction list,https://www.india.gov.in/rural-housing-assistance/bihar
seed-rural-housing-chhattisgarh,Rural Housing Assistance - Chhattisgarh,Support for approved rural households to build pucca houses with basic amenities through staged financial assistance. This record is tailored for applicants in Chhattisgarh and keeps the same frontend-ready structure expected by the app.,Housing,Chhattisgarh,Eligible rural households identified under housing deprivation criteria and state sanction lists.,"{""Housing installment support"",""Convergence with amenities"",""Construction assistance""}",Direct Cash,active,Ministry of Rural Development,As per housing category,Based on sanction list,https://www.india.gov.in/rural-housing-assistance/chhattisgarh
